# Density (g/cm^3) Volume (A^3/at) Stress (and err, GPa) Isentrope (and err, GPa) Isotherm (and err, GPa)
   19.3200    16.9290     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000
   19.5200    16.7560     1.9000     0.1000     1.8000     0.1000     1.7000     0.1000
   19.7200    16.5860     3.9000     0.2000     3.8000     0.2000     3.5000     0.2000
   19.9200    16.4190     6.0000     0.2000     5.8000     0.2000     5.3000     0.2000
   20.1200    16.2560     8.1000     0.2000     8.0000     0.2000     7.3000     0.3000
   20.3200    16.0960    10.4000     0.2000    10.2000     0.3000     9.4000     0.3000
   20.5200    15.9390    12.7000     0.3000    12.5000     0.3000    11.5000     0.4000
   20.7200    15.7850    15.2000     0.3000    15.0000     0.3000    13.8000     0.4000
   20.9200    15.6340    17.8000     0.3000    17.5000     0.4000    16.3000     0.4000
   21.1200    15.4860    20.4000     0.3000    20.2000     0.4000    18.8000     0.5000
   21.3200    15.3410    23.2000     0.4000    22.9000     0.4000    21.4000     0.5000
   21.5200    15.1980    26.0000     0.4000    25.7000     0.4000    24.1000     0.5000
   21.7200    15.0590    29.0000     0.4000    28.7000     0.5000    26.9000     0.6000
   21.9200    14.9210    32.1000     0.5000    31.8000     0.5000    29.9000     0.6000
   22.1200    14.7860    35.4000     0.5000    35.0000     0.5000    33.1000     0.7000
   22.3200    14.6540    38.7000     0.5000    38.2000     0.6000    36.2000     0.7000
   22.5200    14.5240    42.1000     0.6000    41.6000     0.6000    39.5000     0.8000
   22.7200    14.3960    45.6000     0.7000    45.1000     0.7000    42.9000     0.8000
   22.9200    14.2700    49.3000     0.7000    48.8000     0.8000    46.4000     0.9000
   23.1200    14.1470    53.1000     0.8000    52.5000     0.8000    50.1000     1.0000
   23.3200    14.0250    57.0000     0.9000    56.4000     0.9000    54.0000     1.1000
   23.5200    13.9060    61.1000     1.0000    60.4000     1.0000    57.9000     1.2000
   23.7200    13.7890    65.2000     1.1000    64.6000     1.2000    61.9000     1.3000
   23.9200    13.6740    69.5000     1.2000    68.8000     1.3000    66.1000     1.4000
   24.1200    13.5600    74.0000     1.4000    73.2000     1.5000    70.4000     1.6000
